seq	time	q0	q1	q2	q3	q4	q5	Dq0	Dq1	Dq2	Dq3	Dq4	Dq5	eff0	eff1	eff2	eff3	eff4	eff5	
160	1580406961.766706692	0.00250058	-0.928822	2.13526	-2.777	-1.56955	-2.62319	0	0	-0	0	0	0	-16.8132	-4.4506	-2.05289	-3.0353	-0.929054	1.05496	
161	1580406961.774758584	0.00247662	-0.928798	2.13525	-2.77702	-1.56957	-2.62319	0	0	-0	0	0	0	-17.63	-4.57298	-2.00257	-3.0353	-1.127	1.13214	
162	1580406961.782749414	0.00246463	-0.92881	2.13523	-2.77704	-1.56955	-2.6232	0	0	-0	0	0	0	-17.0174	-4.2701	-1.90408	-3.05919	-1.00328	1.13216	
163	1580406961.790739308	0.0024886	-0.928834	2.13527	-2.77703	-1.56961	-2.62323	0	0	-0	0	0	0	-16.8132	-3.90361	-1.90319	-2.91621	-1.07756	1.02923	
164	1580406961.798844679	0.00246463	-0.928822	2.13521	-2.77699	-1.5696	-2.62318	0	0	-0	0	0	0	-15.8602	-4.33091	-2.02965	-2.94006	-1.02806	1.10642	
165	1580406961.806734616	0.00247662	-0.928858	2.13526	-2.777	-1.56957	-2.62321	0	0	-0	0	0	0	-17.4258	-3.96419	-1.92942	-3.01151	-0.978561	1.00351	
166	1580406961.814748736	0.0024886	-0.928846	2.13527	-2.77704	-1.56962	-2.62323	0	0	-0	0	0	0	-17.0174	-3.78196	-2.02839	-3.13063	-1.12705	1.10642	
167	1580406961.822705624	0.0024886	-0.928846	2.13526	-2.77703	-1.56956	-2.62321	0	0	-0	0	0	0	-16.8132	-4.32869	-2.00387	-2.96388	-1.00329	1.31225	
168	1580406961.830810511	0.00245265	-0.928822	2.13525	-2.77703	-1.5696	-2.6232	0	0	-0	0	0	0	-17.2216	-3.90476	-2.0783	-2.98769	-1.00332	1.13214	
169	1580406961.838761655	0.00246463	-0.928882	2.13523	-2.77704	-1.56954	-2.62323	0	0	-0	0	0	0	-16.7451	-4.69337	-1.95659	-2.94016	-1.02801	1.1579	
